Código;Nome do cargo na Pesquisa;Cargos Similares;Missão do Cargo;;;;;;;;;;;;;;;;;;;
1054;Operador de Transpaleteira;Operador de Paleteira;"Operar máquina de força motriz, transportando materiais diversos pelas áreas da empresa, visando abastecer as linhas de produção; Abastecer a linha de produção bem como deslocar produtos acabados e semiacabados de acordo com as orientações recebidas pelo supervisor imediato; Dirigir o equipamento obedecendo às normas de segurança, prezando pela segurança e obedecendo a sinalização do local.";;;;;;;;;;;;;;;;;;;
1108;Operador de Vaporizador;;"Verificar as regulagens da máquina visando iniciar os processos com assertividade; Operar máquina para realizar o processo de Vaporização de acordo com as OSs do dia; Acompanhar o processo produtivo para garantir a execução com qualidade necessária; Seguir as determinações de produção para cada artigo de acordo com as OSs; Verificar funcionamento da maquina para realização das atividades; Identificar possíveis falhas do artigo como manchas e borrões a fim de encaminhar para as devidas providências; Fazer anotações necessárias nas OSs referente aos processos realizados; Embalar na finalização do processo visando levar até o setor de transporte; Fazer a rebobinagem do papel utilizado no processo produtivo.";;;;;;;;;;;;;;;;;;;
1110;Operador Entrada de Rameta;;Realizar o acabamento da malha na operação do equipamento rameta visando controlar a qualidade do produto e garantir um processo assertivo.;;;;;;;;;;;;;;;;;;;
1103;Operador Felpadeira;Operador Pelitizadeira;"Receber a malha do setor de rama ou do vaporizador durante a operação com o objetivo de operar a máquina flaneladeira e distribuir a malha no cilindro de rosca para que seja encaminhada para a guarnição; Realizar o controle do processo a fim de garantir que a costura não arrebente; Controlar e regular a velocidade da máquina por meio de manuseio para garantir que seja bem flanelada e não danificar; Conferir a malha para certificar que foi flanelada visando retirar e encaminhar novamente para o setor de rama ou calandra para que a malha volte ao tamanho correto; Operar a máquina felpadeira ou peluciadeira com a ação de distribuir a malha no cilindro de rosca para que seja encaminhada para a guarnição a fim de iniciar o processo de felpar; Retirar a malha felpuda com a ação de encaminhar para o setor de rama a fim de garantir que a malha volte ao tamanho correto.";;;;;;;;;;;;;;;;;;;
1111;Operador Maquina de Corte;Operador de Maquina Transversal e Longitudinal;"Pegar o enfesto pronto da enfestadeira e programar a máquina de talhar corte; Realizar a operação de talhação e corte; Conferir o enfesto conforme ficha técnica por meio de observação da largura, comprimento, cor e tipo de malha; Recolher os produtos após talhados e alocar nos paletes; Amarrar os pacotes das peças talhadas; Colocar em caixas ou paletes os restos, sobra de malhas e retalhos para reaproveitamento; Manter limpo e organizado o ambiente de trabalho e equipamentos utilizados.";;;;;;;;;;;;;;;;;;;
1128;Operador Polivalente Industria Têxtil;"Assistente de Tecelagem; Emendador de Fios e rolos;";Garantir o funcionamento eficiente e seguro das máquinas de abertura, cardas, passador, open end e dupla torção. Realizar todas as etapas necessárias para o processamento do algodão, desde a abertura dos fardos até o manuseio das rocas prontas, assegurando a qualidade e integridade do produto final. Executar operações de manutenção preventiva e limpeza das máquinas, bem como o transporte adequado dos materiais entre os setores, contribuindo para o fluxo contínuo e eficaz da produção. Cumprir rigorosamente os procedimentos de segurança e as normas de qualidade estabelecidas, visando garantir a excelência operacional e o atendimento às demandas da empresa. Emenda rolos de urdume (base e felpa) nos teares;;;;;;;;;;;;;;;;;;;
1106;Operador Saída de Rameta;;Realizar o acabamento da malha na operação do equipamento rameta com a ação de controlar a qualidade do produto e garantir um processo assertivo.;;;;;;;;;;;;;;;;;;;
26;Orçamentista;"Analista de Controle Orçamentário; Analista de Orçamento; Analista Orçamentário";Orçamento de projetos. Elaboração e emissão de orçamentos. Gerenciamento da pauta de produtos e serviços, e Peças de reposição. Composição e atualização da tabela de preços. Definir formas de controle orçamentário, contábil e financeiro adequadas à estratégia dos negócios a serem realizados. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
1088;Pesador;"Pesador de Corante (Tinturaria); Pesador de Produtos Químicos (Tinturaria)";Realizar conferência e pesagem de produtos e matérias-primas para produção ou armazenamento. Interpretar a receita dos corantes. Pesar manualmente os corantes e produtos de acordo com a receita (quantidade e peso). Alocar as receitas prontas em local próprio. Distribuir os corantes pesados nas máquinas quando solicitado.;;;;;;;;;;;;;;;;;;;
1031;Pintor de Estruturas Metálicas;Jatista;Analisam e preparam as superfícies a serem pintadas e calculam quantidade de materiaispara pintura. identificam, preparam e aplicam tintas em superfícies, dão polimento eretocam superfícies pintadas. secam superfícies e reparam equipamentos de pintura.;;;;;;;;;;;;;;;;;;;
116;Porteiro;"Atendente de estacionamento; Monitor de câmeras";Zelar pela guarda do patrimônio e exercer a vigilância de estabelecimentos. Inspecionar suas dependências para evitar incêndios, roubos, entrada de pessoas estranhas e outras anormalidades. Monitorar e controlar fluxo de pessoas e/ou veículos, identificando, orientando e encaminhando-as para os lugares desejados. Receber hóspedes em hotéis, escoltar pessoas e mercadorias e fazer manutenções simples nos locais de trabalho. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
1032;Preparador de Máquinas-Ferramenta;"Preparador de Cera e Matrizeiro; Preparador de fresadora copiadora; Preparador de Máquina Injetora; Preparador de prensa mecânica de metais";"Preparam, regulam e operam máquinas-ferramenta que usinam peças de metal e com pósitos e controlam os parâmetros e a qualidade das peças usinadas, aplicando proce dimentos de segurança às tarefas realizadas. planejam sequências de operações, exe cutam cálculos técnicos; podem implementar ações de preservação do meio ambiente.dependendo da divisão do trabalho na empresa, podem apenas preparar ou operar asmáquinas-ferramenta.";;;;;;;;;;;;;;;;;;;
869;Preparador de Tintas;"Colorista; Cromista; Preparador de pastas (na fabricação de tintas); Preparador de tintas (fábrica de tecidos); Tintureiro";Desenvolvem cartela e implementam receitas de cores para produção de artigos têxteis, do vestuário, couros e papéis. Preparar todos os tipos de pastas. Preparar cola para tapete. Operar o batedor de pasta. Receber produtos químicos. Abastecer os tanques de corantes e pigmentos. Desenvolver coloração e controlar a qualidade dos processos de estamparia, impressão e tingimento, bem como de artigos e produtos, quanto à conformidade da cor. Desenvolvem cores em laboratório. Fazer testes de qualidade dos produtos químicos. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
1100;Primeiro Operador Estamparia Rotativa;;"Conferir o check-list visando iniciar a troca do desenho de tecidos, vareta, calhas, tintas e cilindros com o objetivo de seguir corretamente as especificações; Conferir o desenho visando determinar qual vareta usar e observar a viscosidade da tinta para a correta execução; Realizar o lançamento inicial da produção com setup e inicio de processo visando operar máquina de estampa, bem como controlar a velocidade dos cilindros, pressão do magnético e a temperatura da estufa com o propósito de seguir conforme a produção; Monitorar as atividades dos ajudantes e o nível de qualidade do produto estampado; Acompanhar o movimento do tecido para remover fios e penugem durante o seu deslocamento a fim de garantir a melhor entrega; Verificar se há vazamentos dos cilindros e excesso de cola no avesso do tecido com o propósito de prevenir possíveis erros; Informar no sistema anormalidades que venham a prejudicar o processo produtivo, bem como informar todas as retenções ocorridas durante o processo produtivo visando finalizar o processo no sistema.";;;;;;;;;;;;;;;;;;;
771;Programador de Centro de Usinagem;;Programar centro de usinagem. Utilizar sistemas e aplicativos técnicos de programação e desenho. Preparar e regular a máquina para indicar o processo de usinagem. Operar máquina. Ajustar ferramentas. Realizar testes e controle de ferramental. Documentar processos, resultados e controles de produção. Trabalhar seguindo normas de segurança, higiene, qualidade e preservação ambiental. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
770;Programador de Torno CNC;Fresador CNC;Programar, preparar e regular a máquina para indicar o processo de usinagem cnc. Operar máquina. Ajustar ferramentas. Realizar testes e controle de ferramental. Documentar processos, resultados e controles de produção. Trabalhar seguindo normas de segurança, higiene, qualidade e preservação ambiental. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
774;Projetista Metalúrgico;"Desenhista 2D; Desenhista 3D; Desenhista de Produção";Planejar e desenvolver projetos ferramentais, mecânicos, moldes, matrizes, máquinas e componentes, observando as normas técnicas. Calcular acionamentos, resistências de materiais. Elaborar documentação de especificações. Desenvolver protótipos. Acompanhar etapas de execução do projeto. Desenhar em 2D e 3D máquinas e componentes. Elaborar manuais e catálogos de peças. Imprimir desenhos. Revisar desenhos. Elaborar embalagem e manual de operação do produto. Participar do sistema de gestão de qualidade. Trabalhar seguindo normas de segurança, higiene, qualidade e preservação ambiental. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
624;Químico;;Realizar pesquisas e ensaios, análises químicas e físico-químicas, selecionando metodologias, materiais, reagentes de análise e critérios de amostragem, homogeneizando, dimensionando e solubilizando amostras. Produzir substâncias. Desenvolver metodologias analíticas. Interpretar dados químicos. Monitorar impacto ambiental de substâncias. Supervisionar procedimentos químicos. Monitorar atividades químicas laboratoriais e industriais. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
